Id,title,subtitle,link,categoryId
200,Helping Someone with PTSD,"When someone you care about suffers from post-traumatic stress disorder, it can be overwhelming. But with these steps, you can help your loved one move on with their life.",https://www.helpguide.org/articles/ptsd-trauma/helping-someone-with-ptsd.htm,9
201,PTSD in Military Veterans,"For all too many veterans, returning from military service means coping with symptoms of post-traumatic stress disorder. But there are things you can do to start feeling better today.",https://www.helpguide.org/articles/ptsd-trauma/ptsd-in-military-veterans.htm,9
202,Post-Traumatic Stress Disorder (PTSD),"After a trauma, PTSD can leave you feeling stuck with a constant sense of danger and painful memories. But with new coping skills, you can feel safe again and move on.",https://www.helpguide.org/articles/ptsd-trauma/ptsd-symptoms-self-help-treatment.htm,9
203,Recovering from Rape and Sexual Trauma,"Recovering from sexual assault takes time, and the healing process can be painful. But you can regain your sense of control, rebuild your self-worth, and learn to heal.",https://www.helpguide.org/articles/ptsd-trauma/recovering-from-rape-and-sexual-trauma.htm,9
204,How to Cope with Traumatic Events,Any traumatic event—from a personal tragedy to a global crisis—can take an emotional toll and cause traumatic stress. But there are ways to regain control of your life.,https://www.helpguide.org/articles/ptsd-trauma/traumatic-stress.htm,9
205,"Trauma, Brain & Relationship: Helping Children Heal","Trauma affects the development of the mind body system, but is very responsive to relational repair.",https://www.helpguide.org/articles/ptsd-trauma/helping-children-heal-video.htm,9
206,Trauma Care for Children and Adolescents,Has your child or teen experienced trauma? Learn from a clinical psychologist specializing in childhood trauma treatment what the symptoms look like and how different interventions can help.,https://www.helpguide.org/articles/parenting-family/trauma-care-for-children.htm,9
207,Racism and Mental Health,"Experiencing racial discrimination and injustice can take a heavy emotional toll and trigger chronic stress, anxiety, depression, and racial trauma. But there are ways to strengthen your resilience and protect your mental health.",https://www.helpguide.org/articles/ptsd-trauma/racism-and-mental-health.htm,9
208,How to Stop Worrying and End Anxious Thoughts,"Are you plagued by constant worries, fears, and anxious thoughts, especially about things you can’t control? These tips can help calm your worried mind, ease anxiety, and end negative thinking.",https://www.helpguide.org/articles/anxiety/how-to-stop-worrying.htm,10
209,Are You Feeling Suicidal?,"If you’re thinking about suicide, your pain may seem overwhelming and permanent. But there are ways to cope with suicidal thoughts and feelings and overcome the pain.",https://www.helpguide.org/articles/suicide-prevention/are-you-feeling-suicidal.htm,10
210,Stress Management: How to Reduce and Relieve Stress,"While it may seem like there’s nothing you can do about stress at work and home, there are steps you can take to destress and regain control.",https://www.helpguide.org/articles/stress/stress-management.htm,10
211,"Insomnia: Symptoms, Causes, and Treatment","Can’t sleep? If you struggle to fall asleep or stay asleep at night, it can take a huge toll on your health. Here’s how to beat insomnia and end the sleepless nights.",https://www.helpguide.org/articles/sleep/insomnia-causes-and-cures.htm,10
212,"ADHD in Children: Signs, Symptoms, and Help",Do you think your child might have ADHD? Here’s how to recognize the signs and symptoms of attention deficit hyperactivity disorder in girls and boys—and get the help you need.,https://www.helpguide.org/articles/add-adhd/attention-deficit-disorder-adhd-in-children.htm,10
213,Caregiver Stress and Burnout,"The demands of caregiving can be exhausting and overwhelming. But there are steps you can take to rein in stress and regain a sense of balance, joy, and hope in your life.",https://www.helpguide.org/articles/stress/caregiver-stress-and-burnout.htm,10
214,Setting Healthy Boundaries in Relationships,"Whether you’re dealing with romantic partners, family, friends, or coworkers, maintaining healthy boundaries can help you strengthen relationships, avoid unhealthy connections, and improve your self-esteem and overall well-being.",https://www.helpguide.org/articles/relationships-communication/setting-healthy-boundaries-in-relationships.htm,10
215,Improving Emotional Intelligence (EQ),"When it comes to happiness and success in life, EQ matters just as much as IQ. Learn how you can boost your emotional intelligence, build stronger relationships, and achieve your goals.",https://www.helpguide.org/articles/mental-health/emotional-intelligence-eq.htm,10
216,"Depression in Older Adults: Signs, Symptoms, Treatment","Depression can happen to any of us as we age, but there are ways to boost how you feel and make your senior years healthy and happy.",https://www.helpguide.org/articles/depression/depression-in-older-adults.htm,10
217,Aging Well,Staying healthy and feeling your best is important at any age. These tips can help you cope with the changes that accompany growing older—and live life to the fullest.,https://www.helpguide.org/articles/alzheimers-dementia-aging/staying-healthy-as-you-age.htm,10
218,Body Scan Meditation,Cultivate your ability to be mindful and tuned in to what you’re feeling with this body scan meditation.,https://www.helpguide.org/meditations/body-scan-meditation.htm,10
219,Coping with Uncertainty Meditation,"When you're feeling anxious or afraid about the future, this mindfulness meditation can help you find peace in the present moment.",https://www.helpguide.org/meditations/coping-with-uncertainty-meditation.htm,10
220,Mindful Breathing Meditation,"Harness the power of your breath to relieve stress, ground yourself in the present moment, and reestablish inner calm.",https://www.helpguide.org/meditations/mindful-breathing-meditation.htm,10
221,Sleep Meditation Using Guided Imagery,Harness the power of your imagination to relax your body and mind and get to sleep fast.,https://www.helpguide.org/meditations/sleep-meditation-using-guided-imagery.htm,10
222,Helping Someone with Schizophrenia,"Have a loved one with schizophrenia? Your support can make a huge difference by helping them find the right treatment, cope with symptoms, and build a rich, satisfying life.",https://www.helpguide.org/articles/mental-disorders/helping-someone-with-schizophrenia.htm,10
223,Schizophrenia Symptoms and Coping Tips,"Recognizing the signs of schizophrenia in yourself or a loved one can be frightening. But with the right treatment and self-help, you can manage the disorder and lead a fulfilling life.",https://www.helpguide.org/articles/mental-disorders/schizophrenia-signs-and-symptoms.htm,10
224,Schizophrenia Treatment and Self-Help,"Schizophrenia recovery is possible. These treatment and self-help tips can help you to manage symptoms, live and work independently, build satisfying relationships, and enjoy a rewarding life.",https://www.helpguide.org/articles/mental-disorders/schizophrenia-treatment-and-self-help.htm,10
225,Dual Diagnosis: Substance Abuse and Mental Health,"Dealing with co-occurring disorders? Learn how to tackle addiction when you're also dealing with depression, anxiety, or another mental health problem.",https://www.helpguide.org/articles/addictions/substance-abuse-and-mental-health.htm,10
226,Electroconvulsive Therapy (ECT): How it Works and What to Expect,"Conditions such as treatment-resistant depression, bipolar disorder, schizophrenia, and dementia may benefit from electroconvulsive therapy (ECT). By learning about its effectiveness, risks, and how it works, you can decide if it’s right for you.",https://www.helpguide.org/electroconvulsive-therapy-ect.htm,10
227,How to Help Someone with Mental Illness Accept Treatment,"If a loved one with mental illness or addiction is refusing treatment, Dr. Xavier Amador, author of “I Am Not Sick, I Don’t Need Help!” offers proven techniques to help your loved one accept the treatment they need.",https://www.helpguide.org/articles/family-caregiving/how-to-help-someone-with-mental-illness-accept-treatment.htm,10
228,Are You Feeling Suicidal?,"If you’re thinking about suicide, your pain may seem overwhelming and permanent. But there are ways to cope with suicidal thoughts and feelings and overcome the pain.",https://www.helpguide.org/articles/suicide-prevention/are-you-feeling-suicidal.htm,10
229,Suicide Prevention,"Suicide prevention starts with recognizing the warning signs and taking them seriously. If you think a friend or family member is suicidal, there’s plenty you can do to help save a life.",https://www.helpguide.org/articles/suicide-prevention/suicide-prevention.htm,10
230,How to Stop Worrying and End Anxious Thoughts,"Are you plagued by constant worries, fears, and anxious thoughts, especially about things you can’t control? These tips can help calm your worried mind, ease anxiety, and end negative thinking.",https://www.helpguide.org/articles/anxiety/how-to-stop-worrying.htm,11
231,Are You Feeling Suicidal?,"If you’re thinking about suicide, your pain may seem overwhelming and permanent. But there are ways to cope with suicidal thoughts and feelings and overcome the pain.",https://www.helpguide.org/articles/suicide-prevention/are-you-feeling-suicidal.htm,11
232,Stress Management: How to Reduce and Relieve Stress,"While it may seem like there’s nothing you can do about stress at work and home, there are steps you can take to destress and regain control.",https://www.helpguide.org/articles/stress/stress-management.htm,11
233,"Insomnia: Symptoms, Causes, and Treatment","Can’t sleep? If you struggle to fall asleep or stay asleep at night, it can take a huge toll on your health. Here’s how to beat insomnia and end the sleepless nights.",https://www.helpguide.org/articles/sleep/insomnia-causes-and-cures.htm,11
234,"ADHD in Children: Signs, Symptoms, and Help",Do you think your child might have ADHD? Here’s how to recognize the signs and symptoms of attention deficit hyperactivity disorder in girls and boys—and get the help you need.,https://www.helpguide.org/articles/add-adhd/attention-deficit-disorder-adhd-in-children.htm,11
235,Caregiver Stress and Burnout,"The demands of caregiving can be exhausting and overwhelming. But there are steps you can take to rein in stress and regain a sense of balance, joy, and hope in your life.",https://www.helpguide.org/articles/stress/caregiver-stress-and-burnout.htm,11
236,Setting Healthy Boundaries in Relationships,"Whether you’re dealing with romantic partners, family, friends, or coworkers, maintaining healthy boundaries can help you strengthen relationships, avoid unhealthy connections, and improve your self-esteem and overall well-being.",https://www.helpguide.org/articles/relationships-communication/setting-healthy-boundaries-in-relationships.htm,11
237,Improving Emotional Intelligence (EQ),"When it comes to happiness and success in life, EQ matters just as much as IQ. Learn how you can boost your emotional intelligence, build stronger relationships, and achieve your goals.",https://www.helpguide.org/articles/mental-health/emotional-intelligence-eq.htm,11
238,"Depression in Older Adults: Signs, Symptoms, Treatment","Depression can happen to any of us as we age, but there are ways to boost how you feel and make your senior years healthy and happy.",https://www.helpguide.org/articles/depression/depression-in-older-adults.htm,11
239,Aging Well,Staying healthy and feeling your best is important at any age. These tips can help you cope with the changes that accompany growing older—and live life to the fullest.,https://www.helpguide.org/articles/alzheimers-dementia-aging/staying-healthy-as-you-age.htm,11
240,Body Scan Meditation,Cultivate your ability to be mindful and tuned in to what you’re feeling with this body scan meditation.,https://www.helpguide.org/meditations/body-scan-meditation.htm,11
241,Coping with Uncertainty Meditation,"When you're feeling anxious or afraid about the future, this mindfulness meditation can help you find peace in the present moment.",https://www.helpguide.org/meditations/coping-with-uncertainty-meditation.htm,11
242,Mindful Breathing Meditation,"Harness the power of your breath to relieve stress, ground yourself in the present moment, and reestablish inner calm.",https://www.helpguide.org/meditations/mindful-breathing-meditation.htm,11
243,Sleep Meditation Using Guided Imagery,Harness the power of your imagination to relax your body and mind and get to sleep fast.,https://www.helpguide.org/meditations/sleep-meditation-using-guided-imagery.htm,11
244,Stress Management: How to Reduce and Relieve Stress,"While it may seem like there’s nothing you can do about stress at work and home, there are steps you can take to destress and regain control.",https://www.helpguide.org/articles/stress/stress-management.htm,11
245,Stress Relief Guide,"Often angry, running late, feeling tense, or short on time? These quick tips for managing stress can help you take the sting out of 10 common stressors.",https://www.helpguide.org/harvard/stress-relief-guide.htm,11
246,Social Support for Stress Relief,"Feeling stressed, anxious, or burned out? Close relationships and social connections can be a natural way to manage daily or chronic stress and maintain your mental health and well-being.",https://www.helpguide.org/articles/stress/social-support-for-stress-relief.htm,11
247,12 Ways to Reduce Stress with Music,Fill Your Life with Music that Reduces Daily Stress,https://www.helpguide.org/articles/stress/12-ways-to-reduce-stress-with-music.htm,11
248,Surviving Tough Times by Building Resilience,"Whether you’re facing a global or personal crisis—or a mix of both—building resilience can help you cope with stress, overcome adversity, and enjoy the better days to come.",https://www.helpguide.org/articles/stress/surviving-tough-times.htm,11
249,Coping with Financial Stress,"Feeling overwhelmed by money worries? Whatever your circumstances, there are ways to get through these tough economic times, ease stress and anxiety, and regain control of your finances.",https://www.helpguide.org/articles/stress/coping-with-financial-stress.htm,11
250,Burnout Prevention and Treatment,"If constant stress has you feeling helpless, disillusioned, and completely exhausted, you may be on the road to burnout. Learn what you can do to regain your balance and feel positive and hopeful again.",https://www.helpguide.org/articles/stress/burnout-prevention-and-recovery.htm,11
251,Stress and Your Health,Chronic stress can take a damaging toll on your mental and physical health and contribute to many serious health conditions. Here’s how stress management can help fight disease.,https://www.helpguide.org/harvard/stress-and-your-health.htm,11
252,Benefits of Mindfulness,"Mindfulness can help reduce stress, improve your mental and physical health, and even increase your overall happiness in life. These mindfulness techniques can help you start reaping the benefits.",https://www.helpguide.org/harvard/benefits-of-mindfulness.htm,11
253,How to Stop Worrying and End Anxious Thoughts,"Are you plagued by constant worries, fears, and anxious thoughts, especially about things you can’t control? These tips can help calm your worried mind, ease anxiety, and end negative thinking.",https://www.helpguide.org/articles/anxiety/how-to-stop-worrying.htm,12
254,Are You Feeling Suicidal?,"If you’re thinking about suicide, your pain may seem overwhelming and permanent. But there are ways to cope with suicidal thoughts and feelings and overcome the pain.",https://www.helpguide.org/articles/suicide-prevention/are-you-feeling-suicidal.htm,12
255,Stress Management: How to Reduce and Relieve Stress,"While it may seem like there’s nothing you can do about stress at work and home, there are steps you can take to destress and regain control.",https://www.helpguide.org/articles/stress/stress-management.htm,12
256,"Insomnia: Symptoms, Causes, and Treatment","Can’t sleep? If you struggle to fall asleep or stay asleep at night, it can take a huge toll on your health. Here’s how to beat insomnia and end the sleepless nights.",https://www.helpguide.org/articles/sleep/insomnia-causes-and-cures.htm,12
257,"ADHD in Children: Signs, Symptoms, and Help",Do you think your child might have ADHD? Here’s how to recognize the signs and symptoms of attention deficit hyperactivity disorder in girls and boys—and get the help you need.,https://www.helpguide.org/articles/add-adhd/attention-deficit-disorder-adhd-in-children.htm,12
258,Caregiver Stress and Burnout,"The demands of caregiving can be exhausting and overwhelming. But there are steps you can take to rein in stress and regain a sense of balance, joy, and hope in your life.",https://www.helpguide.org/articles/stress/caregiver-stress-and-burnout.htm,12
259,Setting Healthy Boundaries in Relationships,"Whether you’re dealing with romantic partners, family, friends, or coworkers, maintaining healthy boundaries can help you strengthen relationships, avoid unhealthy connections, and improve your self-esteem and overall well-being.",https://www.helpguide.org/articles/relationships-communication/setting-healthy-boundaries-in-relationships.htm,12
260,Improving Emotional Intelligence (EQ),"When it comes to happiness and success in life, EQ matters just as much as IQ. Learn how you can boost your emotional intelligence, build stronger relationships, and achieve your goals.",https://www.helpguide.org/articles/mental-health/emotional-intelligence-eq.htm,12
261,"Depression in Older Adults: Signs, Symptoms, Treatment","Depression can happen to any of us as we age, but there are ways to boost how you feel and make your senior years healthy and happy.",https://www.helpguide.org/articles/depression/depression-in-older-adults.htm,12
262,Aging Well,Staying healthy and feeling your best is important at any age. These tips can help you cope with the changes that accompany growing older—and live life to the fullest.,https://www.helpguide.org/articles/alzheimers-dementia-aging/staying-healthy-as-you-age.htm,12
263,Body Scan Meditation,Cultivate your ability to be mindful and tuned in to what you’re feeling with this body scan meditation.,https://www.helpguide.org/meditations/body-scan-meditation.htm,12
264,Coping with Uncertainty Meditation,"When you're feeling anxious or afraid about the future, this mindfulness meditation can help you find peace in the present moment.",https://www.helpguide.org/meditations/coping-with-uncertainty-meditation.htm,12
265,Mindful Breathing Meditation,"Harness the power of your breath to relieve stress, ground yourself in the present moment, and reestablish inner calm.",https://www.helpguide.org/meditations/mindful-breathing-meditation.htm,12
266,Sleep Meditation Using Guided Imagery,Harness the power of your imagination to relax your body and mind and get to sleep fast.,https://www.helpguide.org/meditations/sleep-meditation-using-guided-imagery.htm,12
267,Are You Feeling Suicidal?,"If you’re thinking about suicide, your pain may seem overwhelming and permanent. But there are ways to cope with suicidal thoughts and feelings and overcome the pain.",https://www.helpguide.org/articles/suicide-prevention/are-you-feeling-suicidal.htm,12
268,Suicide Prevention,"Suicide prevention starts with recognizing the warning signs and taking them seriously. If you think a friend or family member is suicidal, there’s plenty you can do to help save a life.",https://www.helpguide.org/articles/suicide-prevention/suicide-prevention.htm,12
269,Healing After a Suicide Attempt,"In the aftermath of a suicide attempt, you’re faced with some challenging emotional and physical fallout. However, with the right steps you can learn to heal and move on with your life.",https://www.helpguide.org/articles/suicide-prevention/healing-after-a-suicide-attempt.htm,12
270,"Bipolar Disorder Symptoms, Causes, Types, and Diagnosis","Do you have bipolar disorder? Is it bipolar I or bipolar II? Here’s how to recognize the signs and symptoms of manic depression, including mania, hypomania, bipolar depression, and cyclothymia.",https://www.helpguide.org/articles/bipolar-disorder/bipolar-disorder-signs-and-symptoms.htm,12
271,Coping with Depression,"When you’re depressed, you can’t just will yourself to “snap out of it.” But these coping strategies can help you deal with depression and put you on the road to recovery.",https://www.helpguide.org/articles/depression/coping-with-depression.htm,12
272,Depression Symptoms and Warning Signs,"Are you depressed? Here are some of the signs of depression to look for—and how they can vary according to your age, gender, and other factors.",https://www.helpguide.org/articles/depression/depression-symptoms-and-warning-signs.htm,12
273,Depression Treatment,"Therapy, medication, self-help? If you’re confused by all the different treatment options for depression, here’s how to decide the best approach for you.",https://www.helpguide.org/articles/depression/depression-treatment.htm,12
274,Suicide Grief: Coping with a Loved One’s Suicide,"The loss of someone you love from suicide can be devastating. But there are ways to navigate the shock, confusion, and despair and begin the healing process.",https://www.helpguide.org/articles/grief/coping-with-a-loved-ones-suicide.htm,12
275,Post-Traumatic Stress Disorder (PTSD),"After a trauma, PTSD can leave you feeling stuck with a constant sense of danger and painful memories. But with new coping skills, you can feel safe again and move on.",https://www.helpguide.org/articles/ptsd-trauma/ptsd-symptoms-self-help-treatment.htm,12
276,How to Stop Worrying and End Anxious Thoughts,"Are you plagued by constant worries, fears, and anxious thoughts, especially about things you can’t control? These tips can help calm your worried mind, ease anxiety, and end negative thinking.",https://www.helpguide.org/articles/anxiety/how-to-stop-worrying.htm,13
277,Are You Feeling Suicidal?,"If you’re thinking about suicide, your pain may seem overwhelming and permanent. But there are ways to cope with suicidal thoughts and feelings and overcome the pain.",https://www.helpguide.org/articles/suicide-prevention/are-you-feeling-suicidal.htm,13
278,Stress Management: How to Reduce and Relieve Stress,"While it may seem like there’s nothing you can do about stress at work and home, there are steps you can take to destress and regain control.",https://www.helpguide.org/articles/stress/stress-management.htm,13
279,"Insomnia: Symptoms, Causes, and Treatment","Can’t sleep? If you struggle to fall asleep or stay asleep at night, it can take a huge toll on your health. Here’s how to beat insomnia and end the sleepless nights.",https://www.helpguide.org/articles/sleep/insomnia-causes-and-cures.htm,13
280,"ADHD in Children: Signs, Symptoms, and Help",Do you think your child might have ADHD? Here’s how to recognize the signs and symptoms of attention deficit hyperactivity disorder in girls and boys—and get the help you need.,https://www.helpguide.org/articles/add-adhd/attention-deficit-disorder-adhd-in-children.htm,13
281,Caregiver Stress and Burnout,"The demands of caregiving can be exhausting and overwhelming. But there are steps you can take to rein in stress and regain a sense of balance, joy, and hope in your life.",https://www.helpguide.org/articles/stress/caregiver-stress-and-burnout.htm,13
282,Setting Healthy Boundaries in Relationships,"Whether you’re dealing with romantic partners, family, friends, or coworkers, maintaining healthy boundaries can help you strengthen relationships, avoid unhealthy connections, and improve your self-esteem and overall well-being.",https://www.helpguide.org/articles/relationships-communication/setting-healthy-boundaries-in-relationships.htm,13
283,Improving Emotional Intelligence (EQ),"When it comes to happiness and success in life, EQ matters just as much as IQ. Learn how you can boost your emotional intelligence, build stronger relationships, and achieve your goals.",https://www.helpguide.org/articles/mental-health/emotional-intelligence-eq.htm,13
284,"Depression in Older Adults: Signs, Symptoms, Treatment","Depression can happen to any of us as we age, but there are ways to boost how you feel and make your senior years healthy and happy.",https://www.helpguide.org/articles/depression/depression-in-older-adults.htm,13
285,Aging Well,Staying healthy and feeling your best is important at any age. These tips can help you cope with the changes that accompany growing older—and live life to the fullest.,https://www.helpguide.org/articles/alzheimers-dementia-aging/staying-healthy-as-you-age.htm,13
286,Body Scan Meditation,Cultivate your ability to be mindful and tuned in to what you’re feeling with this body scan meditation.,https://www.helpguide.org/meditations/body-scan-meditation.htm,13
287,Coping with Uncertainty Meditation,"When you're feeling anxious or afraid about the future, this mindfulness meditation can help you find peace in the present moment.",https://www.helpguide.org/meditations/coping-with-uncertainty-meditation.htm,13
288,Mindful Breathing Meditation,"Harness the power of your breath to relieve stress, ground yourself in the present moment, and reestablish inner calm.",https://www.helpguide.org/meditations/mindful-breathing-meditation.htm,13
289,Sleep Meditation Using Guided Imagery,Harness the power of your imagination to relax your body and mind and get to sleep fast.,https://www.helpguide.org/meditations/sleep-meditation-using-guided-imagery.htm,13
290,"Cognitive Behavioral Therapy (CBT): What it is, How it Helps","Treatment for anxiety, depression, PTSD, substance abuse, eating disorders, and other mental health issues often involves breaking free of negative thought patterns. Here’s how CBT or “talk psychotherapy” can help.",https://www.helpguide.org/articles/therapy-medication/cognitive-behavioral-therapy-cbt.htm,13
291,What to Expect When Calling a Helpline,"When you're feeling overwhelmed and isolated, hotline counseling offers a quick and convenient way to find trained support. Learn more about how helplines work as well as their benefits and limitations.",https://www.helpguide.org/articles/therapy-medication/calling-a-helpline.htm,13
292,"EMDR Therapy for Trauma, PTSD, Anxiety, and Panic","Eye Movement Desensitization and Reprocessing (EMDR) can be an effective trauma therapy, a way to move past a stressful event. Here’s how to decide if it’s right for you.",https://www.helpguide.org/articles/therapy-medication/emdr-therapy.htm,13
293,"Support Groups: Types, Benefits, and What to Expect","Whether you’re seeking support for caregiving, addiction, depression, anxiety, or another mental health issue, overcoming your unease and attending a support group can be a valuable step towards healing.",https://www.helpguide.org/articles/therapy-medication/support-groups.htm,13
294,Finding a Therapist Who Can Help You Heal,"Learn how to choose the right therapist, get the most out of your therapy or counseling sessions, and evaluate your treatment progress.",https://www.helpguide.org/articles/mental-health/finding-a-therapist-who-can-help-you-heal.htm,13
295,The Psych Ward: What is a Psychiatric Hospital Really Like?,Our views of inpatient mental health care are often shaped by disturbing portrayals in movies and TV shows. But here’s what you can really expect from a psychiatric ward or “mental hospital.”,https://www.helpguide.org/articles/therapy-medication/the-psych-ward-what-is-a-psychiatric-hospital-really-like.htm,13
296,Bipolar Disorder Medication Guide,"Want to know the best medications to treat bipolar disorder? This guide details the different bipolar disorder drugs, including how to manage your meds and minimize side effects.",https://www.helpguide.org/articles/bipolar-disorder/bipolar-medication-guide.htm,13
297,Bipolar Disorder Treatment,"Learn how treatment for bipolar disorder, including medication, therapy, and lifestyle changes, can help you manage your symptoms, control mood swings, and improve your quality of life.",https://www.helpguide.org/articles/bipolar-disorder/bipolar-disorder-treatment.htm,13
298,"How to Stop Self-Medicating Depression, Anxiety, and Stress","Drinking or using drugs to change your mood, face your fears, or deal with painful emotions? There are healthier ways than self-medication to cope with problems and improve how you feel.",https://www.helpguide.org/articles/addictions/self-medicating.htm,13
